customer_id,region,city,age,gender,segment,signup_date,preferred_channel,preferred_category
GM00179,Southeast Asia,Bangkok,27,F,Standard,2023-11-09,Online,Electronics
GM00180,Europe,Paris,40,F,Premium,2023-05-01,Mobile App,Electronics
GM00181,Europe,Amsterdam,69,Other,Standard,2023-06-30,Online,Electronics
GM00182,Central Asia,Almaty,66,M,Standard,2023-06-21,Mobile App,Beauty
GM00183,Southeast Asia,Bangkok,28,F,Standard,2021-12-07,Online,Beauty
GM00184,Southeast Asia,Manila,19,M,Budget,2020-09-26,In-Store,Food & Grocery
GM00185,Europe,Berlin,43,M,Budget,2022-04-20,Online,Sports
GM00186,North America,Chicago,53,F,Premium,2022-11-08,Online,Electronics
GM00187,North America,Chicago,50,F,Budget,2022-11-29,In-Store,Electronics
GM00188,North America,Toronto,64,M,Premium,2021-05-30,In-Store,Food & Grocery
GM00189,MENA,Dubai,30,M,Budget,2022-11-22,Online,Sports
GM00190,Europe,London,57,F,Standard,2021-03-25,In-Store,Sports
GM00191,Central Asia,Bishkek,42,F,Standard,2021-11-15,Mobile App,Sports
GM00192,Southeast Asia,Jakarta,21,M,Premium,2021-09-16,Online,Fashion
GM00193,Southeast Asia,Manila,59,F,Premium,2022-06-03,Online,Sports
GM00194,North America,Chicago,36,M,Standard,2020-11-14,In-Store,Home & Garden
GM00195,Europe,Amsterdam,35,M,Budget,2023-02-21,Online,Beauty
GM00196,Europe,London,54,F,Standard,2023-10-27,Call Center,Sports
GM00197,North America,New York,47,M,Standard,2023-10-06,In-Store,Fashion
GM00198,Southeast Asia,Singapore,36,M,Budget,2023-09-08,In-Store,Home & Garden
GM00199,Southeast Asia,Manila,40,F,Standard,2021-05-02,In-Store,Fashion
GM00200,North America,Los Angeles,71,F,Premium,2021-03-26,In-Store,Fashion
GM00201,North America,New York,33,M,Premium,2020-12-18,Online,Food & Grocery
GM00202,Central Asia,Almaty,18,F,Standard,2023-02-13,Mobile App,Fashion
GM00203,Europe,Berlin,29,F,Standard,2022-08-12,In-Store,Fashion
GM00204,Southeast Asia,Bangkok,41,M,Premium,2022-11-02,Online,Electronics
GM00205,North America,Chicago,51,F,Premium,2020-11-15,In-Store,Beauty
GM00206,Central Asia,Almaty,70,M,Premium,2023-04-03,Online,Food & Grocery
GM00207,Central Asia,Bishkek,25,M,Budget,2020-03-25,Online,Food & Grocery
GM00208,North America,Toronto,35,F,Premium,2020-09-04,In-Store,Electronics
GM00209,Central Asia,Tashkent,65,F,Standard,2023-12-26,In-Store,Home & Garden
GM00210,Europe,Amsterdam,22,M,Standard,2021-07-21,In-Store,Electronics
GM00211,MENA,Riyadh,43,M,Standard,2021-11-14,Online,Food & Grocery
GM00212,North America,New York,47,F,Premium,2021-10-05,In-Store,Home & Garden
GM00213,North America,Chicago,71,M,Standard,2021-04-23,Online,Food & Grocery
GM00214,Europe,Warsaw,30,M,Premium,2021-12-13,In-Store,Sports
GM00215,North America,New York,36,M,Standard,2021-01-02,In-Store,Home & Garden
GM00216,Europe,London,46,F,Premium,2020-12-22,In-Store,Food & Grocery
GM00217,Europe,Warsaw,20,M,Standard,2021-02-11,Mobile App,Electronics
GM00218,North America,New York,43,M,Standard,2023-09-30,Mobile App,Food & Grocery
GM00219,North America,New York,57,F,Standard,2020-06-27,Call Center,Electronics
GM00220,North America,Toronto,29,F,Standard,2023-12-19,Call Center,Home & Garden
GM00221,North America,Toronto,19,F,Standard,2024-01-06,Mobile App,Electronics
GM00222,North America,Chicago,28,M,Budget,2023-08-22,Call Center,Home & Garden
GM00223,Central Asia,Bishkek,61,F,Standard,2021-01-01,Mobile App,Fashion
GM00224,Europe,Amsterdam,45,M,Standard,2022-11-25,Mobile App,Beauty
GM00225,Europe,Berlin,35,M,Budget,2021-04-07,Online,Home & Garden
GM00226,Europe,Amsterdam,30,F,Standard,2022-04-07,Online,Fashion
GM00227,Southeast Asia,Singapore,54,M,Standard,2023-03-15,Mobile App,Fashion
GM00228,MENA,Riyadh,39,M,Standard,2020-05-25,In-Store,Fashion
GM00229,Southeast Asia,Manila,29,M,Premium,2021-01-14,Mobile App,Fashion
GM00230,North America,New York,19,M,Premium,2020-06-16,Online,Home & Garden
GM00231,North America,Chicago,54,M,Premium,2023-07-22,Online,Electronics
GM00232,MENA,Cairo,24,Other,Premium,2020-03-27,Mobile App,Fashion
GM00233,North America,Chicago,43,M,Standard,2020-06-02,Mobile App,Sports
GM00234,MENA,Cairo,43,M,Budget,2021-05-11,Online,Fashion
GM00235,Europe,Amsterdam,41,M,Standard,2020-11-10,Mobile App,Electronics
GM00236,North America,Chicago,29,F,Budget,2021-12-23,Mobile App,Electronics
GM00237,Europe,Berlin,33,F,Budget,2023-07-21,Online,Beauty
GM00238,Central Asia,Almaty,40,M,Budget,2022-02-02,Online,Beauty
GM00239,North America,Los Angeles,57,F,Budget,2020-09-18,Online,Fashion
GM00240,Europe,Berlin,26,M,Standard,2021-05-01,Online,Fashion
GM00241,Southeast Asia,Singapore,49,M,Premium,2021-03-29,In-Store,Food & Grocery
GM00242,Southeast Asia,Singapore,32,M,Standard,2021-03-18,Online,Food & Grocery
GM00243,Southeast Asia,Jakarta,54,M,Standard,2023-07-09,Online,Beauty
GM00244,MENA,Dubai,30,M,Budget,2021-06-26,Mobile App,Fashion
GM00245,Central Asia,Astana,22,F,Budget,2023-02-02,In-Store,Food & Grocery
GM00246,Southeast Asia,Manila,28,M,Standard,2020-12-15,In-Store,Sports
GM00247,MENA,Riyadh,27,F,Standard,2022-04-03,Online,Home & Garden
GM00248,Southeast Asia,Singapore,69,M,Premium,2021-03-13,Mobile App,Beauty
GM00249,Southeast Asia,Singapore,30,M,Premium,2020-06-17,Mobile App,Beauty
GM00250,Southeast Asia,Bangkok,58,M,Standard,2023-09-28,In-Store,Electronics
GM00251,Europe,London,70,F,Standard,2023-06-07,Mobile App,Fashion
GM00252,MENA,Dubai,63,M,Budget,2020-01-23,Mobile App,Beauty
GM00253,Southeast Asia,Bangkok,67,F,Standard,2022-09-14,Mobile App,Beauty
GM00254,Europe,Amsterdam,32,M,Budget,2021-11-06,Mobile App,Food & Grocery
GM00255,Europe,London,59,M,Standard,2020-10-07,Online,Sports
GM00256,North America,Toronto,24,M,Budget,2021-12-22,Online,Fashion
GM00257,Southeast Asia,Singapore,57,M,Premium,2020-09-09,Online,Home & Garden
GM00258,North America,New York,45,M,Budget,2021-02-07,Online,Sports
GM00259,North America,Chicago,49,M,Standard,2020-05-12,Online,Home & Garden
GM00260,Central Asia,Tashkent,52,F,Premium,2023-07-21,Mobile App,Electronics
GM00261,North America,Los Angeles,32,M,Premium,2021-09-09,Online,Beauty
GM00262,Southeast Asia,Bangkok,65,F,Budget,2020-08-19,Call Center,Food & Grocery
GM00263,Europe,Paris,53,M,Premium,2021-06-28,In-Store,Sports
GM00264,MENA,Riyadh,38,F,Standard,2020-03-19,Online,Home & Garden
GM00265,Southeast Asia,Jakarta,23,F,Standard,2022-11-24,In-Store,Fashion
GM00266,North America,Chicago,18,M,Standard,2021-05-09,Online,Electronics
GM00267,North America,Toronto,21,M,Budget,2023-02-07,Call Center,Electronics
GM00268,North America,Los Angeles,28,F,Standard,2023-09-06,Mobile App,Beauty
GM00269,Europe,Amsterdam,61,F,Standard,2020-11-23,Online,Beauty
GM00270,Europe,Paris,43,M,Budget,2022-08-24,Mobile App,Home & Garden
GM00271,North America,New York,54,M,Budget,2021-11-20,Mobile App,Home & Garden
GM00272,North America,New York,40,F,Budget,2021-01-18,Online,Electronics
GM00273,Southeast Asia,Manila,46,M,Standard,2023-10-19,In-Store,Home & Garden
GM00274,Southeast Asia,Singapore,38,F,Standard,2023-06-09,In-Store,Beauty
GM00275,MENA,Dubai,65,M,Standard,2023-12-08,Online,Electronics
GM00276,MENA,Riyadh,62,M,Standard,2023-08-10,Mobile App,Electronics
GM00277,North America,Los Angeles,62,F,Premium,2021-06-30,Online,Fashion
GM00278,North America,Toronto,66,F,Standard,2023-04-12,In-Store,Fashion
GM00279,North America,Los Angeles,44,M,Premium,2021-01-26,Online,Home & Garden
GM00280,North America,New York,56,M,Standard,2023-01-30,Call Center,Home & Garden
GM00281,Southeast Asia,Bangkok,57,F,Budget,2023-08-09,Mobile App,Beauty
GM00282,Europe,Paris,30,F,Premium,2023-01-13,Online,Beauty
GM00283,MENA,Cairo,40,M,Standard,2022-06-27,Online,Fashion
GM00284,Central Asia,Almaty,33,F,Budget,2023-05-09,Online,Electronics
GM00285,North America,Chicago,47,F,Standard,2021-11-15,Mobile App,Sports
GM00286,Central Asia,Tashkent,21,F,Standard,2021-06-24,Online,Food & Grocery
GM00287,MENA,Dubai,57,F,Budget,2020-10-23,Mobile App,Food & Grocery
GM00288,MENA,Cairo,33,M,Budget,2020-02-25,Mobile App,Sports
GM00289,Europe,London,48,F,Standard,2024-02-04,In-Store,Home & Garden
GM00290,North America,Toronto,70,F,Premium,2022-11-05,Online,Food & Grocery
GM00291,Central Asia,Tashkent,59,M,Premium,2020-03-06,Online,Food & Grocery
GM00292,Central Asia,Astana,42,M,Standard,2022-08-15,In-Store,Sports
GM00293,North America,New York,61,M,Standard,2024-02-04,In-Store,Sports
GM00294,Europe,Warsaw,29,F,Standard,2022-11-12,In-Store,Fashion
GM00295,Europe,Berlin,43,M,Standard,2021-12-02,In-Store,Electronics
GM00296,MENA,Cairo,54,F,Premium,2022-01-29,Online,Beauty
GM00297,North America,Los Angeles,65,F,Standard,2021-04-30,Mobile App,Fashion
GM00298,Europe,Warsaw,50,F,Standard,2023-12-09,Online,Food & Grocery
GM00299,North America,Toronto,45,F,Standard,2022-03-31,In-Store,Beauty
GM00300,Central Asia,Tashkent,26,Other,Standard,2022-06-06,Mobile App,Fashion
GM00301,Central Asia,Almaty,29,M,Standard,2023-08-21,Online,Fashion
GM00302,MENA,Cairo,22,F,Standard,2020-06-25,Mobile App,Sports
GM00303,MENA,Istanbul,71,M,Standard,2020-07-13,Mobile App,Beauty
GM00304,North America,Los Angeles,69,F,Standard,2022-11-02,In-Store,Fashion
GM00305,North America,New York,71,M,Premium,2022-05-25,Online,Sports
GM00306,Southeast Asia,Singapore,45,Other,Standard,2020-06-14,Online,Home & Garden
GM00307,MENA,Istanbul,52,F,Premium,2023-03-19,Online,Beauty
GM00308,Europe,Paris,22,F,Premium,2023-09-26,Online,Fashion
GM00309,North America,New York,51,M,Standard,2021-07-10,Call Center,Food & Grocery
GM00310,Europe,London,63,M,Standard,2023-04-12,In-Store,Home & Garden
GM00311,MENA,Cairo,51,F,Standard,2020-06-15,Online,Sports
GM00312,Central Asia,Almaty,30,M,Standard,2021-12-09,Mobile App,Fashion
GM00313,Central Asia,Tashkent,56,F,Standard,2021-12-18,Mobile App,Food & Grocery
GM00314,Southeast Asia,Bangkok,59,M,Budget,2020-04-06,Online,Sports
GM00315,North America,Chicago,62,F,Premium,2021-11-09,Online,Sports
GM00316,North America,Chicago,65,M,Standard,2021-02-07,Online,Food & Grocery
GM00317,MENA,Dubai,31,F,Budget,2023-01-05,Call Center,Sports
GM00318,Europe,London,28,F,Budget,2023-06-14,In-Store,Beauty
GM00319,Europe,London,59,M,Premium,2020-10-17,Mobile App,Home & Garden
GM00320,Europe,Berlin,55,M,Standard,2020-05-15,Online,Home & Garden
GM00321,MENA,Dubai,21,M,Premium,2022-06-07,Mobile App,Electronics
GM00322,North America,Los Angeles,70,F,Standard,2022-05-30,Online,Fashion
GM00323,North America,Toronto,50,F,Standard,2021-01-01,Call Center,Sports
GM00324,Europe,Amsterdam,24,F,Standard,2021-07-01,Mobile App,Fashion
GM00325,Southeast Asia,Bangkok,58,F,Standard,2022-06-20,Online,Home & Garden
GM00326,North America,New York,25,M,Standard,2020-09-04,Mobile App,Home & Garden
GM00327,North America,Los Angeles,54,M,Standard,2022-02-04,Mobile App,Sports
GM00328,North America,Los Angeles,68,M,Budget,2023-05-22,Mobile App,Beauty
GM00329,MENA,Dubai,27,M,Budget,2020-03-10,Online,Food & Grocery
GM00330,Europe,Paris,60,Other,Premium,2022-01-15,In-Store,Sports
GM00331,Europe,Berlin,32,F,Standard,2022-09-22,Mobile App,Sports
GM00332,North America,Toronto,55,M,Standard,2020-11-24,Mobile App,Electronics
GM00333,Central Asia,Astana,32,F,Standard,2022-11-05,Online,Food & Grocery
GM00334,Central Asia,Tashkent,22,F,Budget,2023-04-12,Mobile App,Beauty
GM00335,Central Asia,Bishkek,46,M,Budget,2021-11-29,Online,Fashion
GM00336,Central Asia,Almaty,36,M,Standard,2022-03-16,Mobile App,Food & Grocery
GM00337,Southeast Asia,Bangkok,71,M,Standard,2020-09-30,Online,Beauty
GM00338,North America,Toronto,68,F,Standard,2021-06-07,Online,Sports
GM00339,MENA,Riyadh,27,F,Standard,2020-08-06,In-Store,Sports
GM00340,Central Asia,Bishkek,29,F,Premium,2022-10-20,In-Store,Sports
GM00341,MENA,Dubai,71,M,Standard,2021-05-27,In-Store,Sports
GM00342,MENA,Riyadh,21,M,Premium,2023-11-23,In-Store,Sports
GM00343,Europe,Paris,48,F,Standard,2023-02-08,Online,Food & Grocery
GM00344,MENA,Istanbul,35,F,Standard,2021-04-08,Online,Food & Grocery
GM00345,MENA,Riyadh,33,F,Budget,2023-01-21,Mobile App,Food & Grocery
GM00346,North America,Los Angeles,57,F,Standard,2021-03-26,Online,Beauty
GM00347,North America,Toronto,53,M,Standard,2023-11-20,In-Store,Sports
GM00348,Central Asia,Astana,42,F,Premium,2022-07-12,In-Store,Home & Garden
GM00349,MENA,Istanbul,40,F,Standard,2022-07-21,Mobile App,Food & Grocery
